celltype,tf_name,enrichment_zscore,hit_rate,log2fc
fast_muscle,HEN1,1.96328866481781,0.46000000834465027,1.6643970012664795
fast_muscle,MYF5,1.9325670003890991,0.6200000047683716,1.5594273805618286
fast_muscle,MYOD1,1.8957185745239258,0.6600000262260437,1.5728895664215088
fast_muscle,TFAP4,1.8814207315444946,0.5199999809265137,1.4961533546447754
fast_muscle,HTF4,1.8192998170852661,0.4399999976158142,1.4729359149932861
fast_muscle,ASCL1,1.8145207166671753,0.46000000834465027,1.3048548698425293
fast_muscle,HEN2,1.8052318096160889,0.3199999928474426,1.468553066253662
fast_muscle,ASCL2,1.7924422025680542,0.47999998927116394,1.1474303007125854
fast_muscle,ATOH1,1.7766672372817993,0.47999998927116394,1.1844245195388794
fast_muscle,MYF6,1.771469235420227,0.4399999976158142,1.4001796245574951
fast_muscle,ATOH8,1.6871328353881836,0.4399999976158142,1.2865227460861206
fast_muscle,ZN140,1.6666374206542969,0.23999999463558197,1.2223925590515137
fast_muscle,MAFF,1.649142861366272,0.3400000035762787,0.9328857660293579
fast_muscle,BHA15,1.64908766746521,0.3799999952316284,1.1750868558883667
fast_muscle,PTF1A,1.599081039428711,0.46000000834465027,1.0172780752182007
heart_myocardium,ZFP14,1.5560920238494873,0.23999999463558197,0.9532058835029602
heart_myocardium,HAND1,1.5280163288116455,0.25999999046325684,0.8867895007133484
heart_myocardium,KLF16,1.5145630836486816,0.23999999463558197,1.1502426862716675
heart_myocardium,TEAD2,1.5000869035720825,0.23999999463558197,1.2223923206329346
heart_myocardium,TCF7,1.5000001192092896,0.30000001192092896,0.6780721545219421
heart_myocardium,NRF1,1.442439079284668,0.11999999731779099,1.4447848796844482
heart_myocardium,ZN148,1.4253461360931396,0.23999999463558197,1.1858664751052856
heart_myocardium,ZN165,1.4035019874572754,0.11999999731779099,1.2927818298339844
heart_myocardium,Z780A,1.3956300020217896,0.18000000715255737,1.1750867366790771
heart_myocardium,KLF11,1.3792728185653687,0.25999999046325684,0.7078193426132202
heart_myocardium,ZN701,1.3702025413513184,0.20000000298023224,0.8405218124389648
heart_myocardium,ZN223,1.3648468255996704,0.11999999731779099,1.2927818298339844
heart_myocardium,ZN821,1.3553264141082764,0.2800000011920929,0.6057211756706238
heart_myocardium,KLF15,1.329821228981018,0.23999999463558197,0.8930847644805908
heart_myocardium,ZN320,1.3225306272506714,0.1599999964237213,1.1192988157272339
neural_crest,ZN304,1.7465237379074097,0.5400000214576721,0.6605135798454285
neural_crest,HMBX1,1.6241281032562256,0.18000000715255737,1.4288432598114014
neural_crest,SOX8,1.5279414653778076,0.46000000834465027,1.034765601158142
neural_crest,PO4F3,1.4358738660812378,0.41999998688697815,0.7749332785606384
neural_crest,RBAK,1.4236394166946411,0.20000000298023224,1.1375035047531128
neural_crest,HMX3,1.3772083520889282,0.20000000298023224,0.9092345237731934
neural_crest,USF1,1.3744388818740845,0.18000000715255737,0.919829785823822
neural_crest,LHX8,1.3296709060668945,0.1599999964237213,0.8898169994354248
neural_crest,SPDEF,1.3138707876205444,0.11999999731779099,1.0297473669052124
neural_crest,ZN548,1.267786979675293,0.14000000059604645,1.0524675846099854
neural_crest,ARNT2,1.262732982635498,0.30000001192092896,0.4675050675868988
neural_crest,ESR2,1.2620047330856323,0.11999999731779099,0.9142700433731079
neural_crest,ZN417,1.2620046138763428,0.10000000149011612,1.1443899869918823
neural_crest,SOX5,1.2499780654907227,0.23999999463558197,0.8073550462722778
neural_crest,PHX2A,1.240329623222351,0.20000000298023224,0.6818240880966187
PSM,ARI1A,1.9264580011367798,0.5799999833106995,1.2713019847869873
PSM,HXA13,1.919455647468567,0.41999998688697815,1.359895944595337
PSM,HXA9,1.8873839378356934,0.46000000834465027,1.1255309581756592
PSM,HXA11,1.843887448310852,0.47999998927116394,0.9917793273925781
PSM,CDX4,1.8151901960372925,0.46000000834465027,1.3262282609939575
PSM,TBX18,1.814057469367981,0.30000001192092896,1.2837930917739868
PSM,CDX1,1.8088616132736206,0.41999998688697815,1.384143590927124
PSM,HXB13,1.7986170053482056,0.3199999928474426,1.4353861808776855
PSM,TBX4,1.7901506423950195,0.36000001430511475,1.1483919620513916
PSM,TBR1,1.7760717868804932,0.36000001430511475,1.2223925590515137
PSM,HXC13,1.752140760421753,0.2199999988079071,1.6918777227401733
PSM,FOXL2,1.749908447265625,0.6800000071525574,0.8073550462722778
PSM,TBX15,1.7455474138259888,0.3199999928474426,1.309855341911316
PSM,CDX2,1.7386417388916016,0.4399999976158142,1.0829895734786987
PSM,MSGN1,1.7320706844329834,0.2800000011920929,1.5047920942306519
notochord,TBX19,1.6619058847427368,0.5199999809265137,1.2223925590515137
notochord,IRX1,1.4903619289398193,0.23999999463558197,1.1154770851135254
notochord,TBXT,1.4536200761795044,0.47999998927116394,1.1658087968826294
notochord,FOXL1,1.2966630458831787,0.699999988079071,0.5260687470436096
notochord,ZN714,1.1403934955596924,0.14000000059604645,0.5979015827178955
notochord,GBX1,1.1310290098190308,0.18000000715255737,0.7030181884765625
notochord,ZNF32,1.1244046688079834,0.1599999964237213,0.9328857660293579
notochord,HIC1,1.0980761051177979,0.11999999731779099,0.8073549270629883
notochord,RFX3,1.0841792821884155,0.25999999046325684,0.7567287683486938
notochord,ZN547,1.0734360218048096,0.2199999988079071,0.6918777823448181
notochord,HXA2,1.0142654180526733,0.07999999821186066,0.8813555240631104
notochord,HXD3,1.0142654180526733,0.07999999821186066,0.8813555240631104
notochord,MEOX1,1.0130544900894165,0.07999999821186066,0.9593579173088074
notochord,HXB2,1.0000001192092896,0.07999999821186066,0.7369656562805176
notochord,TLX2,0.9842767119407654,0.11999999731779099,0.8598225116729736
epidermis,P73,2.047293186187744,0.6399999856948853,1.6818240880966187
epidermis,P63,1.9747142791748047,0.6600000262260437,1.5549678802490234
epidermis,P53,1.9266279935836792,0.6200000047683716,1.4150375127792358
epidermis,PRDM5,1.725122332572937,0.3400000035762787,1.1959203481674194
epidermis,IRX3,1.7011197805404663,0.5799999833106995,1.1443897485733032
epidermis,AP2A,1.5838420391082764,0.2199999988079071,1.6918777227401733
epidermis,PO3F4,1.5231502056121826,0.4000000059604645,0.45820534229278564
epidermis,STAT4,1.4816597700119019,0.2199999988079071,0.9004644155502319
epidermis,PO3F3,1.4601644277572632,0.36000001430511475,0.5474877953529358
epidermis,IRX2,1.4403129816055298,0.3400000035762787,0.7678266167640686
epidermis,ZN492,1.4289255142211914,0.5199999809265137,0.5964578986167908
epidermis,ZN582,1.4121495485305786,0.23999999463558197,0.9842326641082764
epidermis,RORB,1.401172161102295,0.14000000059604645,1.1069151163101196
epidermis,NKX61,1.3905032873153687,0.5,0.565280020236969
epidermis,ZN652,1.3778715133666992,0.20000000298023224,1.0573331117630005
hemangioblasts,ZN823,1.6877249479293823,0.4399999976158142,0.6584914326667786
hemangioblasts,ZN136,1.6552125215530396,0.6000000238418579,0.3865119516849518
hemangioblasts,KLF2,1.646127462387085,0.20000000298023224,1.31259024143219
hemangioblasts,KLF3,1.6352834701538086,0.23999999463558197,1.3378695249557495
hemangioblasts,KLF5,1.6342010498046875,0.23999999463558197,1.5077944993972778
hemangioblasts,GATA2,1.6280555725097656,0.3799999952316284,1.2963929176330566
hemangioblasts,IRF9,1.6185126304626465,0.23999999463558197,1.081529974937439
hemangioblasts,GATA1,1.5900521278381348,0.3799999952316284,1.2223925590515137
hemangioblasts,KLF4,1.5615527629852295,0.23999999463558197,1.378511667251587
hemangioblasts,SALL4,1.5557204484939575,0.23999999463558197,1.2598670721054077
hemangioblasts,GATA6,1.5423918962478638,0.36000001430511475,1.3003950119018555
hemangioblasts,KLF1,1.535415768623352,0.20000000298023224,1.4594316482543945
hemangioblasts,ETV1,1.4581648111343384,0.25999999046325684,0.8867895007133484
hemangioblasts,GATA4,1.4466537237167358,0.2800000011920929,1.2548139095306396
hemangioblasts,NRL,1.4364917278289795,0.5400000214576721,0.4150374233722687
